,city,state,country,latitude,longitude,population,msa
4321,maidenhead,england,united kingdom,51.52279,-0.71986,64831,
4323,waltham,massachusetts,united states,42.37649,-71.23561,63378,Boston-Cambridge-Quincy MA-NH MSA
4324,perigueux,nouvelle aquitaine,france,45.18691,0.71439,34770,
4326,jalalabad,nangarhar,afghanistan,34.42647,70.45153,271900,
4327,thuringen,vorarlberg,austria,47.2,9.76667,2222,
4328,clive,iowa,united states,41.60304,-93.72411,15447,Des Moines-West Des Moines IA MSA
4329,basildon,england,united kingdom,51.56844,0.45782,144859,
4330,uherske hradiste,zlin,czechia,49.06975,17.45969,26421,
4331,altena,north rhine westphalia,germany,51.29472,7.67337,20862,
4332,lesquin,hauts de france,france,50.58232,3.119,6424,
4333,mussoorie,uttarakhand,india,30.45498,78.07068,25753,
4334,elizabeth city,north carolina,united states,36.2946,-76.25105,17988,NC NONMETROPOLITAN AREA
4335,boa vista,roraima,brazil,2.81972,-60.67333,235150,
4336,avesta,dalarna,sweden,60.14274,16.16295,11949,
4337,willenhall,england,united kingdom,52.58514,-2.05934,27500,
4338,waterloo,iowa,united states,42.49276,-92.34296,68460,Waterloo-Cedar Falls IA MSA
4339,bokaro,jharkhand,india,23.66934,86.15161,564319,
4340,legaspi,bicol,philippines,13.14125,123.74073,179481,
4343,montvale,new jersey,united states,41.04676,-74.02292,8442,New York-Northern New Jersey-Long Island NY-NJ-PA MSA
4344,east kilbride,scotland,united kingdom,55.76412,-4.17669,74740,
4345,arlempdes,auvergne rhone alpes,france,44.86526,3.92303,122,
4346,wahiawa,hawaii,united states,21.50279,-158.02464,17821,Honolulu HI MSA
4347,chittaurgarh,rajasthan,india,24.88963,74.62403,106710,
4351,temse,flanders,belgium,51.12794,4.21372,26054,
4352,niamey,niamey,niger,13.51366,2.1098,774235,
4355,salisbury,north carolina,united states,35.67097,-80.47423,34017,NC NONMETROPOLITAN AREA
4356,breukelen,utrecht,netherlands,52.17417,5.00139,14498,
4357,picanya,valencia,spain,39.43333,-0.43333,11053,
4359,urk,flevoland,netherlands,52.6625,5.60139,17345,
4360,glen ellyn,illinois,united states,41.87753,-88.06701,28201,Chicago-Naperville-Joliet IL-IN-WI MSA
4361,castrop rauxel,north rhine westphalia,germany,51.55657,7.31155,77924,
4362,sharon hill,pennsylvania,united states,39.9065,-75.27157,5702,Philadelphia-Camden-Wilmington PA-NJ-DE-MD MSA
4363,viana do castelo,viana do castelo,portugal,41.69323,-8.83287,36148,
4364,cranbury,new jersey,united states,40.31622,-74.51376,2181,New York-Northern New Jersey-Long Island NY-NJ-PA MSA
4365,rutherford,new jersey,united states,40.82649,-74.10681,18690,New York-Northern New Jersey-Long Island NY-NJ-PA MSA
4366,lodi,california,united states,38.1302,-121.27245,64596,New York-Northern New Jersey-Long Island NY-NJ-PA MSA
4367,lincoln,california,united states,38.89156,-121.29301,46474,Sacramento-Arden-Arcade-Roseville CA MSA
4368,irun,basque country,spain,43.33904,-1.78938,60951,
4370,donostia san sebastian,basque country,spain,43.31283,-1.97499,185357,
4371,vastra frolunda,vastra gotaland,sweden,57.64667,11.92944,15924,
4372,tomar,santarem,portugal,39.60199,-8.40924,19168,
4374,friday harbor,washington,united states,48.53427,-123.01712,2340,WA NONMETROPOLITAN AREA
4375,south elgin,illinois,united states,41.99419,-88.2923,22365,Chicago-Naperville-Joliet IL-IN-WI MSA
4376,sant just desvern,catalonia,spain,41.38389,2.06758,15811,
4377,martin,tennessee,united states,36.3434,-88.85034,10959,TN NONMETROPOLITAN AREA
4378,gary,indiana,united states,41.59337,-87.34643,77156,Chicago-Naperville-Joliet IL-IN-WI MSA
4379,mountain home,arkansas,united states,36.33534,-92.38516,12330,AR NONMETROPOLITAN AREA
4381,tourcoing,hauts de france,france,50.72391,3.16117,91574,
4382,cormeilles en parisis,ile de france,france,48.97111,2.20491,21973,
4383,asheboro,north carolina,united states,35.70791,-79.81364,26103,Greensboro-High Point NC MSA
4384,albertville,alabama,united states,34.26783,-86.20878,21462,AL NONMETROPOLITAN AREA
4385,niederkassel,north rhine westphalia,germany,50.81503,7.03777,36480,
4386,cochrane,alberta,canada,51.18341,-114.46871,25853,
4387,pratapgarh,uttar pradesh,india,25.89509,81.9424,13672,
4388,oakdale,new york,united states,40.74399,-73.13872,7974,New York-Northern New Jersey-Long Island NY-NJ-PA MSA
4391,arndell park,new south wales,australia,-33.78926,150.88155,121,
4392,stenungsund,vastra gotaland,sweden,58.07046,11.8181,13093,
4394,valence,occitanie,france,44.10823,0.89101,5039,
4395,ewa beach,hawaii,united states,21.31556,-158.00722,14955,Honolulu HI MSA
4397,huesca,aragon,spain,42.13615,-0.4087,52059,
4398,roselle park,new jersey,united states,40.66455,-74.26431,13670,New York-Northern New Jersey-Long Island NY-NJ-PA MSA
4399,rosh ha ayin,central district,israel,32.09556,34.95664,61801,
4400,culpeper,virginia,united states,38.47318,-77.99666,17557,VA NONMETROPOLITAN AREA
4401,hanko,uusimaa,finland,59.83333,22.95,9962,
4402,barneveld,gelderland,netherlands,52.14,5.58472,28640,
4403,chomutov,ustecky kraj,czechia,50.46048,13.41779,50251,
4404,white rock,british columbia,canada,49.02049,-122.79507,66450,
4406,athlone,leinster,ireland,53.42278,-7.93722,21351,
4407,mahdia,al mahdiyah,tunisia,35.50472,11.06222,45977,
4408,chorrillos,apurimac,peru,-13.62712,-73.15089,17,
4409,el dorado,kansas,united states,37.81724,-96.86225,12931,Wichita KS MSA
4411,mohammadpur,chittagong,bangladesh,23.1136,90.929,0,
4412,gerona,central luzon,philippines,15.6065,120.5978,40914,
4413,poolesville,maryland,united states,39.14594,-77.41693,5201,Washington-Arlington-Alexandria DC-VA-MD-WV MSA
4414,murshidabad,west bengal,india,24.1839,88.27171,39557,
4417,viborg,central jutland,denmark,56.45319,9.40201,34831,
4421,westbrook,maine,united states,43.67703,-70.37116,17978,Portland-South Portland-Biddeford ME MSA
4422,ishpeming,michigan,united states,46.48855,-87.66764,6483,MI NONMETROPOLITAN AREA
4423,vaughan,ontario,canada,43.8361,-79.49827,306233,
4424,savenay,pays de la loire,france,47.36106,-1.94206,6770,
4426,searcy,arkansas,united states,35.25064,-91.73625,24196,AR NONMETROPOLITAN AREA
4427,ulricehamn,vastra gotaland,sweden,57.79159,13.41422,10629,
4428,kehl,baden wurttemberg,germany,48.57297,7.81523,34009,
4430,ourinhos,sao paulo,brazil,-22.97889,-49.87056,97799,
4431,galesburg,illinois,united states,40.94782,-90.37124,31273,IL NONMETROPOLITAN AREA
4432,brenham,texas,united states,30.16688,-96.39774,16579,TX NONMETROPOLITAN AREA
4433,north augusta,south carolina,united states,33.5018,-81.96512,22522,Augusta-Richmond County GA-SC MSA
4434,gallivare,norrbotten,sweden,67.13387,20.65278,10362,
4435,barat,jammu and kashmir,india,34.3243,74.442,0,
4436,zabrze,silesia,poland,50.32492,18.78576,192177,
4437,tomahawk,wisconsin,united states,45.47108,-89.72986,3223,WI NONMETROPOLITAN AREA
4438,liffre,brittany,france,48.21371,-1.50898,7034,
4439,praia grande,sao paulo,brazil,-24.00583,-46.40278,250027,
4440,sint michielsgestel,north brabant,netherlands,51.64167,5.35278,2580,
4441,alwar,rajasthan,india,27.56246,76.625,283228,
4444,takoma park,maryland,united states,38.97789,-77.00748,17713,Washington-Arlington-Alexandria DC-VA-MD-WV MSA
4445,halle,north rhine westphalia,germany,52.06007,8.36083,21448,
4446,blountville,tennessee,united states,36.53316,-82.32681,3074,Kingsport-Bristol-Bristol TN-VA MSA
4448,hortolandia,sao paulo,brazil,-22.85833,-47.22,203533,
4449,orangeburg,south carolina,united states,33.49182,-80.85565,13460,SC NONMETROPOLITAN AREA
4450,villupuram,tamil nadu,india,11.93975,79.49244,97380,
4451,scottsbluff,nebraska,united states,41.86663,-103.66717,14802,NE NONMETROPOLITAN AREA
4452,yorktown heights,new york,united states,41.27093,-73.77763,1781,New York-Northern New Jersey-Long Island NY-NJ-PA MSA
4453,rhinelander,wisconsin,united states,45.63662,-89.41208,7526,WI NONMETROPOLITAN AREA
4454,revere,massachusetts,united states,42.40843,-71.01199,53422,Boston-Cambridge-Quincy MA-NH MSA
4455,warrensburg,missouri,united states,38.76279,-93.73605,19927,MO NONMETROPOLITAN AREA
4456,mlada boleslav,central bohemia,czechia,50.41135,14.90318,43684,
4457,riverview,michigan,united states,42.17421,-83.17937,12181,Detroit-Warren-Livonia MI MSA
4458,springfield,virginia,united states,38.78928,-77.1872,30484,Washington-Arlington-Alexandria DC-VA-MD-WV MSA
4459,elbeuf,normandy,france,49.28669,1.00288,17231,
4461,justin,texas,united states,33.08484,-97.29613,3437,Dallas-Fort Worth-Arlington TX MSA
4462,mountain top,pennsylvania,united states,41.16953,-75.87742,10982,Scranton--Wilkes-Barre PA MSA
4463,marysville,michigan,united states,42.91253,-82.48686,9757,Seattle-Tacoma-Bellevue WA MSA
4464,welkom,orange free state,south africa,-27.97742,26.73506,431944,
4465,dade city,florida,united states,28.36472,-82.19592,6955,Tampa-St. Petersburg-Clearwater FL
4466,petersfield,england,united kingdom,51.00495,-0.93375,14974,
4467,fontana,california,united states,34.09223,-117.43505,208393,Riverside-San Bernardino-Ontario CA MSA
4469,monte carlo,municipality of monaco,monaco,43.73976,7.42732,16012,
4470,kaduna,kaduna,nigeria,10.52641,7.43879,1582102,
4471,ellicott city,maryland,united states,39.26733,-76.79831,65834,Baltimore-Towson MD MSA
4473,wantagh,new york,united states,40.68371,-73.51013,18871,New York-Northern New Jersey-Long Island NY-NJ-PA MSA
4474,westwood,new jersey,united states,40.99121,-74.03264,11247,New York-Northern New Jersey-Long Island NY-NJ-PA MSA
4475,velp,gelderland,netherlands,51.995,5.97361,17669,
4476,harrison,ohio,united states,39.262,-84.81995,9897,New York-Northern New Jersey-Long Island NY-NJ-PA MSA
4477,bali,west bengal,india,22.64859,88.34115,296973,
4478,apache junction,arizona,united states,33.41505,-111.54958,38074,Phoenix-Mesa-Scottsdale AZ MSA
4480,san lorenzo,california,united states,37.68104,-122.12441,23452,San Francisco-Oakland-Fremont CA MSA
4482,port of spain,port of spain,trinidad and tobago,10.66668,-61.51889,49031,
4483,sliema,tas sliema,malta,35.9125,14.50194,11318,
4484,padron,galicia,spain,42.73875,-8.66057,9039,
4485,ciudad universitaria,antioquia,colombia,6.2721,-75.5889,0,
4486,huntley,illinois,united states,42.16808,-88.42814,26005,Chicago-Naperville-Joliet IL-IN-WI MSA
4488,wernersville,pennsylvania,united states,40.33009,-76.0805,2540,Reading PA MSA
4489,fuengirola,andalusia,spain,36.53998,-4.62473,71482,
4490,vaxjo,kronoberg,sweden,56.87767,14.80906,65383,
4491,hartland,wisconsin,united states,43.10501,-88.34204,9219,Milwaukee-Waukesha-West Allis WI MSA
4492,barddhaman,west bengal,india,23.25572,87.85691,301725,
4493,fontaine,auvergne rhone alpes,france,45.19275,5.68821,24588,
4494,columbus,indiana,united states,39.20144,-85.92138,46690,Columbus OH MSA
4495,kannapolis,north carolina,united states,35.48736,-80.62173,46144,Charlotte-Gastonia-Concord NC-SC MSA
4497,sebastopol,california,united states,38.40214,-122.82388,7678,Santa Rosa-Petaluma CA MSA
4499,strasburg,virginia,united states,38.98872,-78.35862,6586,VA NONMETROPOLITAN AREA
4500,juchitan de zaragoza,oaxaca,mexico,16.43603,-95.01975,74825,
4501,bantul,yogyakarta,indonesia,-7.88806,110.32889,58653,
4502,oskarshamn,kalmar,sweden,57.26455,16.44837,18287,
4503,nidau,bern,switzerland,47.12545,7.24033,6696,
4504,double bay,new south wales,australia,-33.87782,151.24354,4651,
4505,friedberg,hesse,germany,50.33739,8.75591,27484,
4506,jaguariaiva,parana,brazil,-24.24423,-49.70932,30626,
4508,grand prairie,texas,united states,32.74596,-96.99778,187809,Dallas-Fort Worth-Arlington TX MSA
4509,haslett,michigan,united states,42.74698,-84.40108,19220,Lansing-East Lansing MI MSA
4511,carteret,new jersey,united states,40.57733,-74.2282,24170,New York-Northern New Jersey-Long Island NY-NJ-PA MSA
4512,cookstown,northern ireland,united kingdom,54.64305,-6.74595,11081,
4513,tarbes,occitanie,france,43.23407,0.07139,52106,
4514,giulianova,abruzzo,italy,42.75381,13.9665,20490,
4515,siena,tuscany,italy,43.31822,11.33064,42867,
4516,stewartville,minnesota,united states,43.85552,-92.48851,6037,Rochester MN MSA
4517,bridgetown,saint michael,barbados,13.10732,-59.62021,98511,
4518,rottenburg,baden wurttemberg,germany,48.47629,8.93528,42721,
4520,taylor,michigan,united states,42.24087,-83.26965,61568,Detroit-Warren-Livonia MI MSA
4522,eureka,missouri,united states,38.50255,-90.6279,10602,St. Louis MO-IL MSA
4523,new cumberland,pennsylvania,united states,40.23231,-76.8847,7295,Harrisburg-Carlisle PA MSA
4524,bluffdale,utah,united states,40.48967,-111.93882,10931,
4525,montenegro,rio grande do sul,brazil,-29.68861,-51.46111,54057,
4526,manosque,provence alpes cote d azur,france,43.82883,5.78688,21351,
4529,southlake,texas,united states,32.94124,-97.13418,29941,Dallas-Fort Worth-Arlington TX MSA
4530,price,utah,united states,39.59941,-110.81071,8378,UT NONMETROPOLITAN AREA
4531,fairmont,west virginia,united states,39.48508,-80.14258,18733,WV NONMETROPOLITAN AREA
4532,elmhurst,illinois,united states,41.89947,-87.94034,45957,Chicago-Naperville-Joliet IL-IN-WI MSA
4533,pell city,alabama,united states,33.58621,-86.28609,13646,Birmingham-Hoover AL MSA
4535,tulare,california,united states,36.20773,-119.34734,62315,Visalia-Porterville CA MSA
4537,offutt air force base,nebraska,united states,41.12024,-95.92095,4644,
4538,jelgava,jelgava,latvia,56.65,23.71278,61791,
4539,mission,kansas,united states,39.02778,-94.65579,9491,Kansas City MO-KS MSA
4540,aberdeen,south dakota,united states,45.4647,-98.48648,28102,SD NONMETROPOLITAN AREA
4541,palmetto,florida,united states,27.52143,-82.57232,13249,Sarasota-Bradenton-Venice FL MSA
4542,somers point,new jersey,united states,39.31762,-74.5946,10688,Atlantic City NJ MSA
4543,hjørring,north denmark,denmark,57.46417,9.98229,24634,
4544,beaumont,california,united states,33.92946,-116.97725,43811,Riverside-San Bernardino-Ontario CA MSA
4545,veldhoven,north brabant,netherlands,51.41833,5.40278,5340,
4546,homewood,illinois,united states,41.55726,-87.6656,19373,Chicago-Naperville-Joliet IL-IN-WI MSA
4547,oceanside,new york,united states,40.63871,-73.64013,32109,New York-Northern New Jersey-Long Island NY-NJ-PA MSA
4548,wismar,mecklenburg vorpommern,germany,53.89314,11.45286,45255,
4549,san fernando,san fernando,trinidad and tobago,10.27969,-61.46835,55419,
4550,presov,presovsky kraj,slovakia,48.99839,21.23393,94718,
4551,paracatu,minas gerais,brazil,-17.22222,-46.87472,70753,
4552,frimley,england,united kingdom,51.31667,-0.74544,12739,
4553,schiltach,baden wurttemberg,germany,48.28932,8.34169,4025,
4555,araxa,minas gerais,brazil,-19.59333,-46.94056,82595,
4557,decin,ustecky kraj,czechia,50.78215,14.21478,52058,
4558,mildenhall,england,united kingdom,52.34446,0.51086,14382,
4559,mahendragarh,haryana,india,28.26935,76.15253,25728,
4560,davison,michigan,united states,43.03475,-83.51801,4965,Flint MI MSA
4561,saida,saida,algeria,34.83033,0.15171,127497,
4562,berkhamsted,england,united kingdom,51.7604,-0.56528,21997,
4563,carson city,nevada,united states,39.1638,-119.7674,54521,Carson City NV MSA
4564,stabio,ticino,switzerland,45.84846,8.93642,3917,
4566,easthampton,massachusetts,united states,42.26676,-72.66898,16611,Springfield MA MSA
4567,bayeux,normandy,france,49.27732,-0.7039,15963,
4568,plaistow,new hampshire,united states,42.83648,-71.09478,7885,Boston-Cambridge-Quincy MA-NH MSA
4569,crema,lombardy,italy,45.36264,9.68176,31481,
4570,prince george,virginia,united states,37.22043,-77.28803,2066,Richmond VA MSA
4571,grosse pointe woods,michigan,united states,42.44365,-82.90686,15762,
4572,collie,western australia,australia,-33.36206,116.15617,7396,
4573,san francisco del rincon,guanajuato,mexico,21.01843,-101.85515,71139,
4574,sapiranga,rio grande do sul,brazil,-29.63806,-51.00694,76051,
4575,huntersville,north carolina,united states,35.41069,-80.84285,52704,Charlotte-Gastonia-Concord NC-SC MSA
4578,stillwater,minnesota,united states,45.05636,-92.80604,18924,Minneapolis-St. Paul-Bloomington MN-WI MSA
4579,sussex,wisconsin,united states,43.1339,-88.22204,10753,Milwaukee-Waukesha-West Allis WI MSA
4580,goussainville,ile de france,france,49.01367,2.46595,30047,
4581,uttoxeter,england,united kingdom,52.89838,-1.86488,13089,
4582,ferndale,washington,united states,48.8465,-122.59101,13010,Bellingham WA MSA
4583,kaufering,bavaria,germany,48.09121,10.87913,9820,
4584,tandil,buenos aires,argentina,-37.32167,-59.13316,104325,
4585,joliet,illinois,united states,41.52519,-88.0834,147861,Chicago-Naperville-Joliet IL-IN-WI MSA
4586,eket,akwa ibom,nigeria,4.64231,7.92438,25569,
4587,kemah,texas,united states,29.54273,-95.02048,1986,Houston-Sugar Land-Baytown TX MSA
4588,opera,lombardy,italy,45.37355,9.21084,11481,
4590,rio verde,goias,brazil,-17.79806,-50.92806,229651,
4591,fishers,indiana,united states,39.95559,-86.01387,76794,Indianapolis-Carmel IN MSA
4592,arlington,tennessee,united states,35.2962,-89.66147,11625,Memphis TN-AR-MS MSA
4593,chartres,centre,france,48.44685,1.48925,43838,
4594,brownsville,texas,united states,25.90175,-97.49748,183887,Brownsville-Harlingen TX MSA
4595,latham,new york,united states,42.74702,-73.75901,20736,Albany-Schenectady-Troy NY MSA
4597,sag harbor,new york,united states,40.99788,-72.29258,2282,New York-Northern New Jersey-Long Island NY-NJ-PA MSA
4598,wolhusen,lucerne,switzerland,47.05983,8.07389,4050,
4599,jilin,jilin,china,43.85083,126.56028,1895865,
4601,hudson,massachusetts,united states,42.39176,-71.56618,14907,Boston-Cambridge-Quincy MA-NH MSA
4602,carpinteria,california,united states,34.39888,-119.51846,13727,Santa Barbara-Santa Maria-Goleta CA MSA
4604,clinton,mississippi,united states,32.34153,-90.32176,25254,Jackson MS MSA
4605,great falls,virginia,united states,38.99817,-77.28832,15427,Washington-Arlington-Alexandria DC-VA-MD-WV MSA
4607,kungsbacka,halland,sweden,57.48719,12.07612,18698,
4608,ryazan,ryazan oblast,russia,54.6269,39.6916,520173,
4609,antibes,provence alpes cote d azur,france,43.58579,7.10831,76393,
4610,kragujevac,central serbia,serbia,44.01667,20.91667,147473,
4611,lompoc,california,united states,34.63915,-120.45794,44164,Santa Barbara-Santa Maria-Goleta CA MSA
4612,carlstadt,new jersey,united states,40.84038,-74.0907,6279,New York-Northern New Jersey-Long Island NY-NJ-PA MSA
4613,horten,vestfold og telemark,norway,59.41721,10.48343,17660,
4614,chota,cajamarca,peru,-6.55,-78.65,14240,
4615,villeneuve sur lot,nouvelle aquitaine,france,44.40854,0.70415,25869,
4616,jerez de la frontera,andalusia,spain,36.68645,-6.13606,207532,
